variant,radius,alpha,image,GT,PSNR,SSIM,LPIPS
blur_r0p8_a0p2,0.8,0.2,r1602555bt.png,r1602555bt.png,22.73855222,0.94461876,0.061981488
blur_r0p8_a0p2,0.8,0.2,r163317d6t.png,r163317d6t.png,24.98879821,0.9563325,0.037679873
blur_r0p8_a0p2,0.8,0.2,r163967d4t.png,r163967d4t.png,24.55390642,0.95237947,0.03058349
blur_r0p8_a0p2,0.8,0.2,r16422663t.png,r16422663t.png,24.33400928,0.97663,0.052612748
blur_r0p8_a0p2,0.8,0.2,r16509308t.png,r16509308t.png,19.1346194,0.9197087,0.068944007
blur_r0p8_a0p2,0.8,0.2,r165355c0t.png,r165355c0t.png,27.85317717,0.9797028,0.019257562
blur_r0p8_a0p2,0.8,0.2,r16654024t.png,r16654024t.png,23.2828664,0.89048505,0.044682138
blur_r0p8_a0p2,0.8,0.2,r1683028at.png,r1683028at.png,16.30919597,0.820991,0.104699858
blur_r0p8_a0p2,0.8,0.2,r1694427et.png,r1694427et.png,12.71153454,0.8545964,0.139027223
blur_r0p8_a0p2,0.8,0.2,r170632f5t.png,r170632f5t.png,25.19341194,0.9181139,0.08277297
blur_r0p8_a0p2,0.8,0.2,r17217693t.png,r17217693t.png,24.88846465,0.85692245,0.070432313
blur_r0p8_a0p2,0.8,0.2,r181768b7t.png,r181768b7t.png,17.01627345,0.8819018,0.067942932
blur_r0p8_a0p2,0.8,0.2,r1824034et.png,r1824034et.png,23.13456669,0.971137,0.040118955
blur_r0p8_a0p2,0.8,0.2,r185929e9t.png,r185929e9t.png,19.03606662,0.91152483,0.126041859
blur_r0p8_a0p2,0.8,0.2,r18791531t.png,r18791531t.png,23.50000655,0.907104,0.07129705
blur_r0p8_a0p2,0.8,0.2,r18798194t.png,r18798194t.png,24.50950706,0.96309215,0.036265716
blur_r0p8_a0p2,0.8,0.2,r1889220ft.png,r1889220ft.png,23.71701926,0.90983194,0.06307295
blur_r0p8_a0p2,0.8,0.2,r18990432t.png,r18990432t.png,27.71221195,0.9657981,0.021010909
blur_r0p8_a0p2,0.8,0.2,r1904147dt.png,r1904147dt.png,24.38667006,0.9704271,0.035770688
blur_r0p8_a0p2,0.8,0.2,r191488c6t.png,r191488c6t.png,26.68273216,0.9913251,0.013256748
blur_r0p8_a0p2,0.8,0.2,r1915909et.png,r1915909et.png,29.4409144,0.9700475,0.052939892
blur_r0p8_a0p2,0.8,0.2,r19183258t.png,r19183258t.png,17.90038911,0.9573167,0.056105886
blur_r0p8_a0p2,0.8,0.2,r197770adt.png,r197770adt.png,26.38212025,0.8525911,0.203775734
blur_r1p0_a0p2,1,0.2,r00816405t.png,r00816405t.png,22.60980045,0.94668645,0.049919233
blur_r1p0_a0p2,1,0.2,r00869422t.png,r00869422t.png,19.24124797,0.83129793,0.072789438
blur_r1p0_a0p2,1,0.2,r00879054t.png,r00879054t.png,22.87387015,0.9281204,0.056094047
blur_r1p0_a0p2,1,0.2,r01058910t.png,r01058910t.png,12.86476816,0.86700445,0.104926914
blur_r1p0_a0p2,1,0.2,r01170470t.png,r01170470t.png,29.88414327,0.9736461,0.031999934
blur_r1p0_a0p2,1,0.2,r01474187t.png,r01474187t.png,22.54617821,0.951093,0.039180536
blur_r1p0_a0p2,1,0.2,r0150031ft.png,r0150031ft.png,23.67458558,0.9680311,0.029901616
blur_r1p0_a0p2,1,0.2,r01559391t.png,r01559391t.png,17.4312609,0.7644618,0.153488532
blur_r1p0_a0p2,1,0.2,r02189767t.png,r02189767t.png,27.28850112,0.9066262,0.070041046
blur_r1p0_a0p2,1,0.2,r02354285t.png,r02354285t.png,28.68996245,0.9003897,0.079541415
blur_r1p0_a0p2,1,0.2,r02508493t.png,r02508493t.png,25.49278055,0.96335095,0.043969102
blur_r1p0_a0p2,1,0.2,r0287344at.png,r0287344at.png,33.07584207,0.983712,0.018764609
blur_r1p0_a0p2,1,0.2,r02897203t.png,r02897203t.png,30.25365508,0.97615963,0.02459237
blur_r1p0_a0p2,1,0.2,r03193652t.png,r03193652t.png,19.35367512,0.87479526,0.07957691
blur_r1p0_a0p2,1,0.2,r0341853dt.png,r0341853dt.png,21.28330003,0.9399099,0.116487183
blur_r1p0_a0p2,1,0.2,r0372042dt.png,r0372042dt.png,27.14460962,0.93719095,0.059840363
blur_r1p0_a0p2,1,0.2,r04317453t.png,r04317453t.png,24.72604167,0.961525,0.054783657
blur_r1p0_a0p2,1,0.2,r0465565ct.png,r0465565ct.png,30.52272592,0.97171146,0.035723243
blur_r1p0_a0p2,1,0.2,r05243256t.png,r05243256t.png,21.38852268,0.9214266,0.045626204
blur_r1p0_a0p2,1,0.2,r05772356t.png,r05772356t.png,22.11691173,0.9688572,0.052159261
blur_r1p0_a0p2,1,0.2,r05839451t.png,r05839451t.png,32.27976011,0.9760418,0.015124578
blur_r1p0_a0p2,1,0.2,r0589558at.png,r0589558at.png,27.68827166,0.95744425,0.056803219
blur_r1p0_a0p2,1,0.2,r0603031et.png,r0603031et.png,24.4571205,0.89635086,0.081886366
blur_r1p0_a0p2,1,0.2,r068812d7t.png,r068812d7t.png,21.86494986,0.9060963,0.063659757
blur_r1p0_a0p2,1,0.2,r0703243bt.png,r0703243bt.png,31.03809559,0.9826596,0.023107342
blur_r1p0_a0p2,1,0.2,r0708431at.png,r0708431at.png,31.97622541,0.947125,0.024055416
blur_r1p0_a0p2,1,0.2,r072421a1t.png,r072421a1t.png,22.12719275,0.932193,0.094708525
blur_r1p0_a0p2,1,0.2,r072649fdt.png,r072649fdt.png,28.27207963,0.96302265,0.033063088
blur_r1p0_a0p2,1,0.2,r07598392t.png,r07598392t.png,24.64910396,0.92775697,0.072186075
blur_r1p0_a0p2,1,0.2,r0773471dt.png,r0773471dt.png,25.35727109,0.93863446,0.059633669
blur_r1p0_a0p2,1,0.2,r077507cat.png,r077507cat.png,19.52069286,0.8891775,0.075471029
blur_r1p0_a0p2,1,0.2,r08079988t.png,r08079988t.png,23.09688689,0.93295985,0.057345964
blur_r1p0_a0p2,1,0.2,r0809811bt.png,r0809811bt.png,28.99837552,0.90232784,0.137474358
blur_r1p0_a0p2,1,0.2,r082626aft.png,r082626aft.png,19.96049343,0.80477244,0.131865174
blur_r1p0_a0p2,1,0.2,r084889d5t.png,r084889d5t.png,17.88680831,0.8983496,0.108487308
blur_r1p0_a0p2,1,0.2,r08788547t.png,r08788547t.png,23.56562973,0.9299297,0.054379985
blur_r1p0_a0p2,1,0.2,r08873591t.png,r08873591t.png,30.83802425,0.9403112,0.054097034
blur_r1p0_a0p2,1,0.2,r08996953t.png,r08996953t.png,29.50135814,0.9873631,0.030879594
blur_r1p0_a0p2,1,0.2,r0905697bt.png,r0905697bt.png,22.11912677,0.95394367,0.061507039
blur_r1p0_a0p2,1,0.2,r09245347t.png,r09245347t.png,27.5774209,0.8888827,0.080393113
blur_r1p0_a0p2,1,0.2,r09445479t.png,r09445479t.png,26.49512835,0.9751312,0.029385688
blur_r1p0_a0p2,1,0.2,r09670876t.png,r09670876t.png,33.13724451,0.9875539,0.011056668
blur_r1p0_a0p2,1,0.2,r096982ddt.png,r096982ddt.png,22.79693455,0.96712494,0.039141908
blur_r1p0_a0p2,1,0.2,r097088c1t.png,r097088c1t.png,30.65740313,0.9610617,0.036616705
blur_r1p0_a0p2,1,0.2,r097555c4t.png,r097555c4t.png,23.35579534,0.96947,0.028867565
blur_r1p0_a0p2,1,0.2,r104153eat.png,r104153eat.png,17.56167536,0.9386113,0.068721019
blur_r1p0_a0p2,1,0.2,r107730b5t.png,r107730b5t.png,30.70645772,0.9674573,0.03720165
blur_r1p0_a0p2,1,0.2,r108301e3t.png,r108301e3t.png,30.56676058,0.95685345,0.04725866
blur_r1p0_a0p2,1,0.2,r10893508t.png,r10893508t.png,24.74419015,0.91570276,0.080641687
blur_r1p0_a0p2,1,0.2,r10940798t.png,r10940798t.png,32.41895026,0.9604512,0.042658359
blur_r1p0_a0p2,1,0.2,r113402d4t.png,r113402d4t.png,25.30258504,0.9412553,0.048811831
blur_r1p0_a0p2,1,0.2,r1148801et.png,r1148801et.png,28.9023337,0.92533374,0.080050327
blur_r1p0_a0p2,1,0.2,r116825e2t.png,r116825e2t.png,28.09328204,0.98467183,0.016625527
blur_r1p0_a0p2,1,0.2,r11850456t.png,r11850456t.png,28.87414229,0.972075,0.030596869
blur_r1p0_a0p2,1,0.2,r12133015t.png,r12133015t.png,30.36526285,0.9655648,0.070707723
blur_r1p0_a0p2,1,0.2,r125034a9t.png,r125034a9t.png,26.52367003,0.9567843,0.043697059
blur_r1p0_a0p2,1,0.2,r125442fat.png,r125442fat.png,23.98064905,0.96823645,0.026714113
blur_r1p0_a0p2,1,0.2,r127608abt.png,r127608abt.png,19.34750813,0.8121152,0.098299935
blur_r1p0_a0p2,1,0.2,r12946364t.png,r12946364t.png,23.19640726,0.9654166,0.066834003
blur_r1p0_a0p2,1,0.2,r1301676dt.png,r1301676dt.png,17.77514963,0.79724556,0.157481954
blur_r1p0_a0p2,1,0.2,r13073518t.png,r13073518t.png,28.21460806,0.95789415,0.032385148
blur_r1p0_a0p2,1,0.2,r1372056ct.png,r1372056ct.png,22.99648383,0.9072594,0.122521713
blur_r1p0_a0p2,1,0.2,r13837601t.png,r13837601t.png,15.33222647,0.8494646,0.135419548
blur_r1p0_a0p2,1,0.2,r13907965t.png,r13907965t.png,21.58071855,0.9580166,0.036451709
blur_r1p0_a0p2,1,0.2,r13928401t.png,r13928401t.png,19.14390138,0.9576346,0.03319994
blur_r1p0_a0p2,1,0.2,r141665bdt.png,r141665bdt.png,26.24782683,0.9568579,0.034235653
blur_r1p0_a0p2,1,0.2,r141669e5t.png,r141669e5t.png,23.15824302,0.7347598,0.22970295
blur_r1p0_a0p2,1,0.2,r1419078bt.png,r1419078bt.png,29.20150703,0.91489726,0.058472965
blur_r1p0_a0p2,1,0.2,r142335f0t.png,r142335f0t.png,19.14465998,0.92957395,0.070091978
blur_r1p0_a0p2,1,0.2,r142787e2t.png,r142787e2t.png,28.03220477,0.97195715,0.022520676
blur_r1p0_a0p2,1,0.2,r14289905t.png,r14289905t.png,27.11986725,0.909532,0.035538107
blur_r1p0_a0p2,1,0.2,r145215fft.png,r145215fft.png,30.63683235,0.9835076,0.05407751
blur_r1p0_a0p2,1,0.2,r145221d9t.png,r145221d9t.png,20.88606644,0.9207302,0.080721334
blur_r1p0_a0p2,1,0.2,r146771d7t.png,r146771d7t.png,25.35201564,0.90112233,0.048939645
blur_r1p0_a0p2,1,0.2,r150058a4t.png,r150058a4t.png,17.67757289,0.87370807,0.112235904
blur_r1p0_a0p2,1,0.2,r15885978t.png,r15885978t.png,26.70004887,0.9330898,0.077403016
blur_r1p0_a0p2,1,0.2,r15919202t.png,r15919202t.png,21.41992585,0.9677784,0.034600534
blur_r1p0_a0p2,1,0.2,r1602555bt.png,r1602555bt.png,22.69194934,0.94331604,0.063108586
blur_r1p0_a0p2,1,0.2,r163317d6t.png,r163317d6t.png,24.93409125,0.9550619,0.040607464
blur_r1p0_a0p2,1,0.2,r163967d4t.png,r163967d4t.png,24.52820603,0.95087314,0.032714833
blur_r1p0_a0p2,1,0.2,r16422663t.png,r16422663t.png,24.30674859,0.97597146,0.053263571
blur_r1p0_a0p2,1,0.2,r16509308t.png,r16509308t.png,19.10887306,0.91867226,0.069865249
blur_r1p0_a0p2,1,0.2,r165355c0t.png,r165355c0t.png,27.90537617,0.97795725,0.021822294
blur_r1p0_a0p2,1,0.2,r16654024t.png,r16654024t.png,23.32859,0.8905571,0.045050997
blur_r1p0_a0p2,1,0.2,r1683028at.png,r1683028at.png,16.296927,0.8206818,0.105678268
blur_r1p0_a0p2,1,0.2,r1694427et.png,r1694427et.png,12.71675436,0.8553737,0.138183624
blur_r1p0_a0p2,1,0.2,r170632f5t.png,r170632f5t.png,25.07096706,0.91503906,0.088267192
blur_r1p0_a0p2,1,0.2,r17217693t.png,r17217693t.png,24.77812512,0.8522947,0.075953677
blur_r1p0_a0p2,1,0.2,r181768b7t.png,r181768b7t.png,17.06822068,0.88635176,0.067805074
blur_r1p0_a0p2,1,0.2,r1824034et.png,r1824034et.png,23.09382097,0.97043973,0.041366216
blur_r1p0_a0p2,1,0.2,r185929e9t.png,r185929e9t.png,18.99936238,0.90965074,0.129274756
blur_r1p0_a0p2,1,0.2,r18791531t.png,r18791531t.png,23.50958289,0.90619063,0.075369142
blur_r1p0_a0p2,1,0.2,r18798194t.png,r18798194t.png,24.43627271,0.96123403,0.039206192
blur_r1p0_a0p2,1,0.2,r1889220ft.png,r1889220ft.png,23.66711075,0.90953,0.064913824
blur_r1p0_a0p2,1,0.2,r18990432t.png,r18990432t.png,27.73901451,0.96475697,0.023569208
blur_r1p0_a0p2,1,0.2,r1904147dt.png,r1904147dt.png,24.42706086,0.96945685,0.038964666
blur_r1p0_a0p2,1,0.2,r191488c6t.png,r191488c6t.png,26.61051154,0.9909541,0.014640149
blur_r1p0_a0p2,1,0.2,r1915909et.png,r1915909et.png,29.41908031,0.9691983,0.054993425
blur_r1p0_a0p2,1,0.2,r19183258t.png,r19183258t.png,17.90458276,0.95469636,0.058744773
blur_r1p0_a0p2,1,0.2,r197770adt.png,r197770adt.png,26.32999743,0.85007787,0.207422286
blur_r1p2_a0p2,1.2,0.2,r00816405t.png,r00816405t.png,22.61470435,0.9446955,0.052827753
blur_r1p2_a0p2,1.2,0.2,r00869422t.png,r00869422t.png,19.26019458,0.83066434,0.07428173
blur_r1p2_a0p2,1.2,0.2,r00879054t.png,r00879054t.png,22.90023392,0.928191,0.056848899
blur_r1p2_a0p2,1.2,0.2,r01058910t.png,r01058910t.png,12.8594082,0.86657065,0.105754718
blur_r1p2_a0p2,1.2,0.2,r01170470t.png,r01170470t.png,29.86700274,0.9727025,0.033462007
blur_r1p2_a0p2,1.2,0.2,r01474187t.png,r01474187t.png,22.56854712,0.949429,0.041383266
blur_r1p2_a0p2,1.2,0.2,r0150031ft.png,r0150031ft.png,23.66708716,0.9672449,0.031065866
blur_r1p2_a0p2,1.2,0.2,r01559391t.png,r01559391t.png,17.41435151,0.7640632,0.156654358
blur_r1p2_a0p2,1.2,0.2,r02189767t.png,r02189767t.png,27.27195362,0.90574026,0.071683668
blur_r1p2_a0p2,1.2,0.2,r02354285t.png,r02354285t.png,28.61958372,0.8989485,0.082391277
blur_r1p2_a0p2,1.2,0.2,r02508493t.png,r02508493t.png,25.54252035,0.9632743,0.044683851
blur_r1p2_a0p2,1.2,0.2,r0287344at.png,r0287344at.png,32.69263715,0.982017,0.020706797
blur_r1p2_a0p2,1.2,0.2,r02897203t.png,r02897203t.png,30.28629932,0.97474164,0.026363716
blur_r1p2_a0p2,1.2,0.2,r03193652t.png,r03193652t.png,19.36416024,0.87454414,0.080883838
blur_r1p2_a0p2,1.2,0.2,r0341853dt.png,r0341853dt.png,21.32235949,0.9403987,0.117766455
blur_r1p2_a0p2,1.2,0.2,r0372042dt.png,r0372042dt.png,27.12312324,0.9367301,0.061169449
blur_r1p2_a0p2,1.2,0.2,r04317453t.png,r04317453t.png,24.73235431,0.96056634,0.056528829
blur_r1p2_a0p2,1.2,0.2,r0465565ct.png,r0465565ct.png,30.47073707,0.9704137,0.037381466
blur_r1p2_a0p2,1.2,0.2,r05243256t.png,r05243256t.png,21.3875057,0.9234076,0.045840174
blur_r1p2_a0p2,1.2,0.2,r05772356t.png,r05772356t.png,22.13288429,0.96775126,0.054199122
blur_r1p2_a0p2,1.2,0.2,r05839451t.png,r05839451t.png,32.24306718,0.97478217,0.01672579
blur_r1p2_a0p2,1.2,0.2,r0589558at.png,r0589558at.png,27.59502352,0.9557639,0.059099462
blur_r1p2_a0p2,1.2,0.2,r0603031et.png,r0603031et.png,24.43935214,0.8936942,0.084807009
blur_r1p2_a0p2,1.2,0.2,r068812d7t.png,r068812d7t.png,21.83612583,0.90524083,0.065945186
blur_r1p2_a0p2,1.2,0.2,r0703243bt.png,r0703243bt.png,30.83405677,0.9809902,0.02524339
blur_r1p2_a0p2,1.2,0.2,r0708431at.png,r0708431at.png,31.97654551,0.94684595,0.026117068
blur_r1p2_a0p2,1.2,0.2,r072421a1t.png,r072421a1t.png,22.13531274,0.93239087,0.095643558
blur_r1p2_a0p2,1.2,0.2,r072649fdt.png,r072649fdt.png,28.20946599,0.9621747,0.034551397
blur_r1p2_a0p2,1.2,0.2,r07598392t.png,r07598392t.png,24.63161812,0.92670935,0.073661208
blur_r1p2_a0p2,1.2,0.2,r0773471dt.png,r0773471dt.png,25.37893038,0.9366699,0.062884614
blur_r1p2_a0p2,1.2,0.2,r077507cat.png,r077507cat.png,19.50917021,0.889195,0.077136308
blur_r1p2_a0p2,1.2,0.2,r08079988t.png,r08079988t.png,23.07588323,0.9329548,0.058532588
blur_r1p2_a0p2,1.2,0.2,r0809811bt.png,r0809811bt.png,28.99397457,0.9012084,0.139605224
blur_r1p2_a0p2,1.2,0.2,r082626aft.png,r082626aft.png,19.98896684,0.805638,0.132110983
blur_r1p2_a0p2,1.2,0.2,r084889d5t.png,r084889d5t.png,17.9140206,0.89994913,0.107240707
blur_r1p2_a0p2,1.2,0.2,r08788547t.png,r08788547t.png,23.50347232,0.9285228,0.057298649
blur_r1p2_a0p2,1.2,0.2,r08873591t.png,r08873591t.png,30.72259116,0.9395828,0.056653287
blur_r1p2_a0p2,1.2,0.2,r08996953t.png,r08996953t.png,29.45629825,0.98687714,0.032130193
blur_r1p2_a0p2,1.2,0.2,r0905697bt.png,r0905697bt.png,22.12808405,0.9537783,0.062525511
blur_r1p2_a0p2,1.2,0.2,r09245347t.png,r09245347t.png,27.54936155,0.8872986,0.082556605
blur_r1p2_a0p2,1.2,0.2,r09445479t.png,r09445479t.png,26.47944307,0.97389126,0.030849323
blur_r1p2_a0p2,1.2,0.2,r09670876t.png,r09670876t.png,33.03525438,0.9865046,0.01198085
blur_r1p2_a0p2,1.2,0.2,r096982ddt.png,r096982ddt.png,22.78896574,0.96730965,0.039557796
blur_r1p2_a0p2,1.2,0.2,r097088c1t.png,r097088c1t.png,30.46834116,0.95957905,0.038791142
blur_r1p2_a0p2,1.2,0.2,r097555c4t.png,r097555c4t.png,23.31829613,0.9688843,0.030158481
blur_r1p2_a0p2,1.2,0.2,r104153eat.png,r104153eat.png,17.55777132,0.9386115,0.069308244
blur_r1p2_a0p2,1.2,0.2,r107730b5t.png,r107730b5t.png,30.671293,0.96720886,0.038428962
blur_r1p2_a0p2,1.2,0.2,r108301e3t.png,r108301e3t.png,30.43415988,0.95543367,0.049927834
blur_r1p2_a0p2,1.2,0.2,r10893508t.png,r10893508t.png,24.70036718,0.9142708,0.082714438
blur_r1p2_a0p2,1.2,0.2,r10940798t.png,r10940798t.png,32.38615717,0.9600358,0.044538047
blur_r1p2_a0p2,1.2,0.2,r113402d4t.png,r113402d4t.png,25.29414891,0.93993706,0.049839228
blur_r1p2_a0p2,1.2,0.2,r1148801et.png,r1148801et.png,28.85221131,0.92468435,0.081254326
blur_r1p2_a0p2,1.2,0.2,r116825e2t.png,r116825e2t.png,27.96924063,0.98326534,0.018879192
blur_r1p2_a0p2,1.2,0.2,r11850456t.png,r11850456t.png,28.78941489,0.96990186,0.033265606
blur_r1p2_a0p2,1.2,0.2,r12133015t.png,r12133015t.png,30.22866619,0.9641445,0.072975866
blur_r1p2_a0p2,1.2,0.2,r125034a9t.png,r125034a9t.png,26.43348816,0.9553978,0.045913026
blur_r1p2_a0p2,1.2,0.2,r125442fat.png,r125442fat.png,23.91136353,0.9665985,0.028394958
blur_r1p2_a0p2,1.2,0.2,r127608abt.png,r127608abt.png,19.3243533,0.8115301,0.101531923
blur_r1p2_a0p2,1.2,0.2,r12946364t.png,r12946364t.png,23.19153357,0.9652718,0.067577817
blur_r1p2_a0p2,1.2,0.2,r1301676dt.png,r1301676dt.png,17.78276157,0.7970004,0.158357456
blur_r1p2_a0p2,1.2,0.2,r13073518t.png,r13073518t.png,28.04590884,0.9557547,0.034633514
blur_r1p2_a0p2,1.2,0.2,r1372056ct.png,r1372056ct.png,23.02832865,0.90707177,0.123836845
blur_r1p2_a0p2,1.2,0.2,r13837601t.png,r13837601t.png,15.32319475,0.84934694,0.137234777
blur_r1p2_a0p2,1.2,0.2,r13907965t.png,r13907965t.png,21.57376131,0.95690227,0.037328459
blur_r1p2_a0p2,1.2,0.2,r13928401t.png,r13928401t.png,19.12053087,0.9560726,0.034568138
blur_r1p2_a0p2,1.2,0.2,r141665bdt.png,r141665bdt.png,26.15635568,0.9551664,0.035474643
blur_r1p2_a0p2,1.2,0.2,r141669e5t.png,r141669e5t.png,23.1459769,0.7338114,0.230660379
blur_r1p2_a0p2,1.2,0.2,r1419078bt.png,r1419078bt.png,29.0833955,0.9134975,0.060529009
blur_r1p2_a0p2,1.2,0.2,r142335f0t.png,r142335f0t.png,19.16804426,0.92949086,0.070885226
blur_r1p2_a0p2,1.2,0.2,r142787e2t.png,r142787e2t.png,27.97518537,0.9713333,0.02368708
blur_r1p2_a0p2,1.2,0.2,r14289905t.png,r14289905t.png,27.09776658,0.90764886,0.037746456
blur_r1p2_a0p2,1.2,0.2,r145215fft.png,r145215fft.png,30.67637717,0.9833693,0.059067905
blur_r1p2_a0p2,1.2,0.2,r145221d9t.png,r145221d9t.png,20.83820092,0.91918546,0.084858283
blur_r1p2_a0p2,1.2,0.2,r146771d7t.png,r146771d7t.png,25.33338222,0.90031105,0.050205275
blur_r1p2_a0p2,1.2,0.2,r150058a4t.png,r150058a4t.png,17.70723333,0.87616915,0.112735517
blur_r1p2_a0p2,1.2,0.2,r15885978t.png,r15885978t.png,26.66906964,0.9331565,0.078338161
blur_r1p2_a0p2,1.2,0.2,r15919202t.png,r15919202t.png,21.37779654,0.9665783,0.037256293
blur_r1p2_a0p2,1.2,0.2,r1602555bt.png,r1602555bt.png,22.69900938,0.9422694,0.064020053
blur_r1p2_a0p2,1.2,0.2,r163317d6t.png,r163317d6t.png,24.95700583,0.95426637,0.042284016
blur_r1p2_a0p2,1.2,0.2,r163967d4t.png,r163967d4t.png,24.46813732,0.94941026,0.034087073
blur_r1p2_a0p2,1.2,0.2,r16422663t.png,r16422663t.png,24.31650351,0.97545844,0.053731568
blur_r1p2_a0p2,1.2,0.2,r16509308t.png,r16509308t.png,19.11649607,0.9182568,0.07037963
blur_r1p2_a0p2,1.2,0.2,r165355c0t.png,r165355c0t.png,27.83273725,0.97668934,0.023253774
blur_r1p2_a0p2,1.2,0.2,r16654024t.png,r16654024t.png,23.31580062,0.8901208,0.045661733
blur_r1p2_a0p2,1.2,0.2,r1683028at.png,r1683028at.png,16.31527315,0.82146597,0.105472937
blur_r1p2_a0p2,1.2,0.2,r1694427et.png,r1694427et.png,12.71731262,0.8555546,0.137939081
blur_r1p2_a0p2,1.2,0.2,r170632f5t.png,r170632f5t.png,25.03632512,0.9129202,0.090899609
blur_r1p2_a0p2,1.2,0.2,r17217693t.png,r17217693t.png,24.76947269,0.8503409,0.078864731
blur_r1p2_a0p2,1.2,0.2,r181768b7t.png,r181768b7t.png,17.07404083,0.88924533,0.067587718
blur_r1p2_a0p2,1.2,0.2,r1824034et.png,r1824034et.png,23.1063502,0.96990824,0.042480513
blur_r1p2_a0p2,1.2,0.2,r185929e9t.png,r185929e9t.png,19.01419607,0.90844077,0.130710095
blur_r1p2_a0p2,1.2,0.2,r18791531t.png,r18791531t.png,23.44517614,0.9050223,0.07829798
blur_r1p2_a0p2,1.2,0.2,r18798194t.png,r18798194t.png,24.43852297,0.95991105,0.041258942
blur_r1p2_a0p2,1.2,0.2,r1889220ft.png,r1889220ft.png,23.69188904,0.910361,0.065411493
blur_r1p2_a0p2,1.2,0.2,r18990432t.png,r18990432t.png,27.67601136,0.9636562,0.025380971
blur_r1p2_a0p2,1.2,0.2,r1904147dt.png,r1904147dt.png,24.3906317,0.9687304,0.040385071
blur_r1p2_a0p2,1.2,0.2,r191488c6t.png,r191488c6t.png,26.63381733,0.99087805,0.014861181
blur_r1p2_a0p2,1.2,0.2,r1915909et.png,r1915909et.png,29.4193709,0.9684866,0.056273889
blur_r1p2_a0p2,1.2,0.2,r19183258t.png,r19183258t.png,17.88397084,0.95265025,0.060283691
blur_r1p2_a0p2,1.2,0.2,r197770adt.png,r197770adt.png,26.28832457,0.84810287,0.210191548
blur_r0p8_a0p35,0.8,0.35,r00816405t.png,r00816405t.png,22.53815333,0.93942624,0.064296812
blur_r0p8_a0p35,0.8,0.35,r00869422t.png,r00869422t.png,19.24525997,0.8270345,0.080150224
blur_r0p8_a0p35,0.8,0.35,r00879054t.png,r00879054t.png,22.88971834,0.9268469,0.061756484
blur_r0p8_a0p35,0.8,0.35,r01058910t.png,r01058910t.png,12.85312859,0.8661929,0.111098059
blur_r0p8_a0p35,0.8,0.35,r01170470t.png,r01170470t.png,29.72229413,0.96995425,0.038653262
blur_r0p8_a0p35,0.8,0.35,r01474187t.png,r01474187t.png,22.47027721,0.9434393,0.050146542
blur_r0p8_a0p35,0.8,0.35,r0150031ft.png,r0150031ft.png,23.60226469,0.9643708,0.036137249
blur_r0p8_a0p35,0.8,0.35,r01559391t.png,r01559391t.png,17.40944291,0.7612068,0.165344536
blur_r0p8_a0p35,0.8,0.35,r02189767t.png,r02189767t.png,27.16123282,0.9038406,0.07752005
blur_r0p8_a0p35,0.8,0.35,r02354285t.png,r02354285t.png,28.52840908,0.8955224,0.09314245
blur_r0p8_a0p35,0.8,0.35,r02508493t.png,r02508493t.png,25.48025342,0.9604073,0.05497729
blur_r0p8_a0p35,0.8,0.35,r0287344at.png,r0287344at.png,32.36974447,0.979191,0.028426269
blur_r0p8_a0p35,0.8,0.35,r02897203t.png,r02897203t.png,30.16970545,0.9707864,0.035385795
blur_r0p8_a0p35,0.8,0.35,r03193652t.png,r03193652t.png,19.38177755,0.8739442,0.082880437
blur_r0p8_a0p35,0.8,0.35,r0341853dt.png,r0341853dt.png,21.30954876,0.93855506,0.123924486
blur_r0p8_a0p35,0.8,0.35,r0372042dt.png,r0372042dt.png,27.11387052,0.93657273,0.06285724
blur_r0p8_a0p35,0.8,0.35,r04317453t.png,r04317453t.png,24.75105362,0.9588235,0.060983188
blur_r0p8_a0p35,0.8,0.35,r0465565ct.png,r0465565ct.png,30.17295405,0.9663079,0.044941939
blur_r0p8_a0p35,0.8,0.35,r05243256t.png,r05243256t.png,21.39405312,0.9230838,0.049898952
blur_r0p8_a0p35,0.8,0.35,r05772356t.png,r05772356t.png,22.07984545,0.9637933,0.064103089
blur_r0p8_a0p35,0.8,0.35,r05839451t.png,r05839451t.png,32.05061958,0.9716987,0.021299319
blur_r0p8_a0p35,0.8,0.35,r0589558at.png,r0589558at.png,27.53728761,0.95300907,0.06596569
blur_r0p8_a0p35,0.8,0.35,r0603031et.png,r0603031et.png,24.39355667,0.8896882,0.093956858
blur_r0p8_a0p35,0.8,0.35,r068812d7t.png,r068812d7t.png,21.82180251,0.9037606,0.071451046
blur_r0p8_a0p35,0.8,0.35,r0703243bt.png,r0703243bt.png,30.61189792,0.9752943,0.034492962
blur_r0p8_a0p35,0.8,0.35,r0708431at.png,r0708431at.png,31.76430524,0.9439058,0.032397326
blur_r0p8_a0p35,0.8,0.35,r072421a1t.png,r072421a1t.png,22.16475897,0.93147916,0.098062232
blur_r0p8_a0p35,0.8,0.35,r072649fdt.png,r072649fdt.png,28.11350525,0.96009904,0.041115973
blur_r0p8_a0p35,0.8,0.35,r07598392t.png,r07598392t.png,24.62496038,0.92490053,0.076585561
blur_r0p8_a0p35,0.8,0.35,r0773471dt.png,r0773471dt.png,25.30784785,0.92926216,0.075354345
blur_r0p8_a0p35,0.8,0.35,r077507cat.png,r077507cat.png,19.51115258,0.8878246,0.0816091
